ID_Encuesta,ID_Edad,ID_Genero,ID_Departamento,ID_Municipio,ID_Ocupacion,ID_Seleccion,ID_Jugador,ID_Promocion,ID_Frecuencia,ID_LugarCompra,ID_CompaniaPartidos,ID_Snack,ID_Sabor,ID_Presentacion,ID_Tiempo,PrecioAdecuado
568,3,1,1,6.0,6.0,4,5,6,1,5.0,1,6,3.0,1,59,Q21 - Q30
569,3,2,1,3.0,9.0,9,112,4,1,5.0,3,121,5.0,4,79,
570,4,1,1,3.0,3.0,1,259,7,1,2.0,1,45,8.0,2,92,Más de Q30
571,2,1,5,16.0,3.0,7,31,4,4,5.0,4,9,7.0,2,42,Q16 - Q20
572,2,2,14,23.0,7.0,25,58,3,2,2.0,3,28,5.0,1,52,Q21 - Q30
573,2,1,1,20.0,8.0,23,39,7,2,3.0,2,243,5.0,1,92,Q10 - Q15
574,2,2,19,12.0,8.0,8,41,2,4,5.0,4,244,3.0,1,26,Q16 - Q20
575,2,2,15,19.0,4.0,46,54,5,5,5.0,3,245,8.0,1,56,Menos de Q10
576,5,2,1,20.0,3.0,13,165,4,3,4.0,1,194,7.0,3,29,Q16 - Q20
577,2,3,12,19.0,3.0,8,164,2,2,4.0,4,12,7.0,1,75,Q10 - Q15
578,4,2,1,8.0,3.0,8,5,5,3,5.0,3,212,4.0,3,50,Q16 - Q20
579,5,1,1,3.0,3.0,9,260,3,4,2.0,3,246,4.0,2,84,Q16 - Q20
580,2,1,1,,2.0,1,4,3,4,5.0,3,247,9.0,1,4,Q16 - Q20
581,3,2,6,9.0,6.0,4,1,7,3,1.0,3,12,6.0,4,10,Q21 - Q30
582,4,2,1,20.0,4.0,43,47,4,5,4.0,3,57,1.0,2,42,Más de Q30
583,1,2,5,32.0,4.0,3,6,3,2,5.0,3,248,8.0,1,58,Menos de Q10
584,4,2,4,13.0,6.0,1,39,3,1,4.0,1,11,5.0,4,6,Q16 - Q20
585,6,2,11,14.0,4.0,1,165,3,2,4.0,3,4,5.0,1,109,Q16 - Q20
586,3,1,20,19.0,5.0,3,135,4,2,5.0,3,18,3.0,2,19,Q16 - Q20
587,2,2,14,18.0,5.0,9,6,3,2,2.0,1,9,3.0,3,24,Q10 - Q15
588,4,1,22,28.0,4.0,9,261,7,1,4.0,1,45,7.0,4,104,Q16 - Q20
589,2,2,3,22.0,9.0,8,173,7,1,4.0,1,202,9.0,3,44,Q21 - Q30
590,4,1,1,1.0,1.0,17,31,7,2,3.0,3,46,3.0,3,68,Q21 - Q30
591,2,2,3,4.0,5.0,8,262,1,4,2.0,3,7,5.0,1,81,Q16 - Q20
592,5,1,1,20.0,4.0,2,96,4,5,5.0,3,249,6.0,2,117,Más de Q30
593,3,2,1,20.0,2.0,9,11,5,4,2.0,4,158,8.0,1,3,Q16 - Q20
594,6,1,1,3.0,,3,263,4,2,5.0,3,250,6.0,1,36,Q16 - Q20
595,4,2,3,22.0,3.0,23,6,5,3,1.0,1,251,5.0,2,92,Q10 - Q15
596,5,1,5,7.0,5.0,4,264,3,3,4.0,4,12,3.0,2,58,Q10 - Q15
597,5,2,4,29.0,4.0,8,265,4,3,5.0,3,24,6.0,1,97,Q16 - Q20
598,4,1,1,6.0,4.0,1,254,4,3,5.0,1,132,9.0,3,61,Q10 - Q15
599,6,1,1,1.0,9.0,5,266,1,2,4.0,2,108,3.0,4,85,Q21 - Q30
600,2,2,6,12.0,5.0,3,267,4,3,1.0,3,14,3.0,1,89,Q16 - Q20
601,6,2,5,16.0,4.0,8,183,5,2,4.0,2,25,6.0,1,112,Q21 - Q30
602,3,1,1,3.0,2.0,1,268,3,1,5.0,3,9,8.0,1,86,Q16 - Q20
603,5,1,5,32.0,3.0,1,4,3,3,1.0,3,170,5.0,1,110,Q16 - Q20
604,4,1,5,16.0,3.0,2,39,2,3,2.0,3,252,8.0,3,116,Q16 - Q20
605,4,1,3,22.0,4.0,1,18,6,3,2.0,4,167,6.0,4,55,Q16 - Q20
606,5,2,22,28.0,4.0,4,269,3,2,5.0,3,122,5.0,2,90,Q16 - Q20
607,4,2,1,20.0,9.0,7,30,3,4,4.0,3,86,2.0,1,13,Q10 - Q15
608,2,1,3,4.0,4.0,8,270,7,2,5.0,1,9,8.0,4,101,Q21 - Q30
609,6,2,22,12.0,4.0,9,32,2,3,2.0,4,253,1.0,4,14,Q21 - Q30
610,6,1,12,12.0,6.0,46,11,3,1,4.0,3,28,7.0,1,63,Q16 - Q20
611,3,1,1,6.0,6.0,7,11,7,2,1.0,3,45,4.0,4,52,Q16 - Q20
612,4,2,14,23.0,5.0,4,210,3,2,5.0,1,254,7.0,3,40,Q21 - Q30
613,6,1,1,1.0,9.0,7,11,1,2,2.0,3,70,6.0,1,111,Q21 - Q30
614,2,2,1,6.0,1.0,7,52,3,2,3.0,3,255,9.0,1,120,Q10 - Q15
615,6,1,5,7.0,8.0,5,10,2,4,2.0,3,138,3.0,3,1,Q10 - Q15
616,3,1,11,12.0,4.0,21,39,1,2,5.0,3,18,4.0,2,100,Q16 - Q20
617,2,1,17,38.0,4.0,29,5,3,1,4.0,1,242,4.0,4,34,Q16 - Q20
618,3,2,4,13.0,4.0,2,187,2,2,4.0,1,4,1.0,1,24,Q10 - Q15
619,4,2,18,19.0,1.0,8,271,7,5,5.0,1,45,7.0,1,8,Q10 - Q15
620,5,1,14,18.0,3.0,46,272,3,2,4.0,4,34,3.0,2,85,Más de Q30
621,3,1,1,6.0,4.0,7,39,4,3,5.0,4,12,1.0,1,118,Q16 - Q20
622,2,2,1,6.0,4.0,7,273,3,1,5.0,3,256,5.0,1,31,Q16 - Q20
623,5,2,13,15.0,3.0,3,274,1,1,5.0,3,182,5.0,4,88,Q21 - Q30
624,2,1,19,12.0,3.0,1,275,2,4,5.0,1,257,9.0,1,9,Q10 - Q15
625,2,2,1,20.0,4.0,5,233,4,3,4.0,4,258,6.0,4,50,Q16 - Q20
626,4,2,1,20.0,3.0,4,8,1,3,5.0,1,28,3.0,3,38,Q10 - Q15
627,4,2,1,20.0,4.0,7,276,3,3,5.0,3,34,3.0,4,17,Q10 - Q15
628,2,2,19,19.0,4.0,8,230,5,4,5.0,3,9,5.0,2,84,Q21 - Q30
629,1,2,23,34.0,5.0,23,277,3,5,2.0,1,160,6.0,2,120,Q10 - Q15
630,2,2,1,8.0,6.0,9,278,7,5,4.0,2,259,5.0,2,6,Q10 - Q15
631,4,1,1,20.0,4.0,9,279,2,4,1.0,4,7,9.0,1,115,Q16 - Q20
632,6,2,4,13.0,9.0,7,6,5,4,1.0,3,6,3.0,1,104,Más de Q30
633,3,2,5,7.0,4.0,38,280,3,3,3.0,1,260,4.0,1,80,Q10 - Q15
634,3,2,1,6.0,8.0,2,6,3,1,3.0,1,226,1.0,3,50,Q16 - Q20
635,1,2,11,14.0,3.0,2,6,4,4,5.0,3,6,2.0,2,59,Q10 - Q15
636,2,1,14,17.0,4.0,7,32,6,4,5.0,3,257,7.0,4,46,Q16 - Q20
637,2,2,4,29.0,4.0,1,281,2,3,5.0,3,42,3.0,1,55,Q16 - Q20
638,4,1,1,6.0,3.0,7,41,5,3,1.0,3,261,8.0,1,58,Q10 - Q15
639,6,1,15,12.0,3.0,40,105,4,1,1.0,3,34,7.0,2,82,Q16 - Q20
640,2,2,11,19.0,3.0,7,282,3,1,5.0,1,262,5.0,2,11,Q16 - Q20
641,5,1,18,39.0,8.0,5,102,1,1,5.0,1,128,4.0,1,75,Menos de Q10
642,1,1,23,19.0,9.0,1,41,7,2,5.0,3,9,4.0,4,3,Q10 - Q15
643,4,2,1,20.0,4.0,5,11,4,2,2.0,3,100,8.0,3,51,Menos de Q10
644,2,2,3,4.0,7.0,5,31,5,1,2.0,3,12,4.0,3,88,Q16 - Q20
645,2,1,3,22.0,3.0,2,6,3,1,2.0,3,35,3.0,1,68,Q10 - Q15
646,4,1,14,18.0,5.0,1,30,6,3,4.0,3,197,3.0,4,15,Q16 - Q20
647,5,1,1,1.0,4.0,22,105,5,4,4.0,1,9,8.0,4,1,Q16 - Q20
648,1,1,1,6.0,3.0,22,201,4,5,2.0,3,263,3.0,4,88,Q16 - Q20
649,2,2,6,12.0,5.0,1,283,4,2,2.0,5,34,7.0,1,79,Q21 - Q30
650,4,1,1,6.0,9.0,8,59,7,3,5.0,1,12,8.0,4,92,Q16 - Q20
651,3,1,5,16.0,2.0,47,284,3,5,4.0,2,264,3.0,1,36,Q10 - Q15
652,1,1,2,12.0,5.0,7,285,4,4,5.0,1,28,4.0,3,12,Q10 - Q15
653,3,2,5,16.0,6.0,2,62,5,2,2.0,1,49,8.0,2,66,Q16 - Q20
654,6,1,1,,5.0,3,48,5,2,2.0,3,179,6.0,1,57,Q10 - Q15
655,5,2,24,4.0,3.0,9,6,7,4,2.0,3,265,7.0,3,46,Q16 - Q20
656,4,2,1,1.0,3.0,41,286,4,2,4.0,3,266,3.0,2,70,Q16 - Q20
657,6,2,5,16.0,9.0,2,6,6,3,1.0,3,181,8.0,2,61,Q16 - Q20
658,4,1,8,,5.0,1,101,2,4,5.0,3,14,8.0,4,95,Q10 - Q15
659,3,1,1,8.0,3.0,5,49,5,2,2.0,3,144,5.0,3,31,Más de Q30
660,6,1,20,19.0,4.0,9,287,3,3,2.0,3,93,4.0,1,116,Menos de Q10
661,4,2,1,3.0,3.0,3,18,3,5,5.0,1,267,6.0,1,5,Q21 - Q30
662,4,2,5,7.0,3.0,17,39,4,1,5.0,1,11,3.0,2,65,Q21 - Q30
663,3,2,4,29.0,1.0,23,288,5,1,2.0,1,268,,1,50,Menos de Q10
664,4,2,5,16.0,2.0,7,107,3,4,4.0,3,247,8.0,3,83,Q10 - Q15
665,5,1,1,20.0,5.0,1,6,6,4,2.0,2,115,7.0,3,112,Q21 - Q30
666,3,1,5,32.0,4.0,40,25,2,4,2.0,3,269,6.0,1,105,Q21 - Q30
667,3,2,23,34.0,4.0,2,289,3,3,3.0,4,7,8.0,2,117,Q21 - Q30
668,3,3,1,3.0,2.0,8,101,1,2,2.0,1,270,8.0,1,104,Q16 - Q20
669,2,2,1,8.0,3.0,9,31,6,2,4.0,5,253,2.0,3,93,Q16 - Q20
670,2,2,5,32.0,8.0,7,290,3,4,4.0,2,12,5.0,2,42,Q21 - Q30
671,4,1,2,2.0,4.0,8,37,2,4,3.0,1,271,1.0,1,116,Q10 - Q15
672,3,2,1,1.0,4.0,5,39,2,1,4.0,4,28,8.0,4,111,Menos de Q10
673,4,2,15,24.0,7.0,22,25,5,2,5.0,3,61,3.0,3,109,Q10 - Q15
674,4,1,14,23.0,3.0,8,226,3,3,5.0,5,12,4.0,2,83,Más de Q30
675,6,2,9,30.0,4.0,2,41,5,3,5.0,3,272,8.0,1,107,Q10 - Q15
676,1,1,6,19.0,4.0,8,107,4,1,2.0,2,9,8.0,4,6,Q10 - Q15
677,6,1,1,1.0,9.0,3,30,4,3,2.0,3,122,5.0,4,12,Q16 - Q20
678,5,2,4,5.0,,1,68,4,2,3.0,1,6,5.0,2,11,Q10 - Q15
679,1,2,14,23.0,9.0,5,291,7,3,5.0,3,7,8.0,3,34,Q21 - Q30
680,2,2,9,30.0,7.0,2,54,3,3,2.0,3,99,3.0,1,80,Q16 - Q20
681,4,1,1,1.0,4.0,1,25,3,4,5.0,1,28,3.0,3,115,Q16 - Q20
682,3,1,17,19.0,4.0,3,54,5,3,1.0,1,273,4.0,2,65,Q21 - Q30
683,2,1,6,12.0,4.0,8,5,3,3,2.0,3,274,8.0,2,15,Q10 - Q15
684,3,1,11,12.0,1.0,1,31,3,2,1.0,5,24,8.0,1,30,Q21 - Q30
685,4,2,14,17.0,4.0,9,156,5,4,4.0,3,157,5.0,3,42,Q16 - Q20
686,4,2,4,13.0,7.0,9,31,7,2,3.0,5,11,6.0,2,13,Q10 - Q15
687,4,2,1,3.0,3.0,9,235,3,2,1.0,1,19,9.0,2,82,Q10 - Q15
688,2,1,6,19.0,6.0,5,39,3,2,5.0,3,7,5.0,2,94,Q21 - Q30
689,2,2,1,8.0,4.0,7,182,5,1,5.0,5,93,5.0,2,82,Q21 - Q30
690,4,1,22,,6.0,8,292,6,2,2.0,3,124,5.0,4,106,Q10 - Q15
691,4,1,17,38.0,4.0,4,23,1,3,1.0,1,6,1.0,3,20,Q10 - Q15
692,5,1,1,6.0,5.0,8,5,1,1,4.0,1,24,7.0,1,14,Q16 - Q20
693,6,2,1,6.0,4.0,8,293,6,2,2.0,1,34,7.0,3,23,Q21 - Q30
694,5,2,15,19.0,2.0,5,68,2,3,5.0,1,43,4.0,1,75,Q21 - Q30
695,3,2,1,20.0,6.0,2,11,7,2,2.0,3,34,7.0,2,91,Q16 - Q20
696,2,1,10,19.0,8.0,8,54,2,3,2.0,3,12,8.0,3,100,Q10 - Q15
697,2,2,5,32.0,4.0,29,85,4,4,4.0,1,12,6.0,2,67,Q21 - Q30
698,2,2,2,19.0,4.0,39,294,3,4,5.0,1,200,3.0,1,87,Q10 - Q15
699,3,1,1,8.0,6.0,9,6,2,2,1.0,5,61,8.0,1,24,Q16 - Q20
700,6,2,16,12.0,5.0,9,173,4,3,6.0,3,6,4.0,1,40,Q16 - Q20
701,4,1,1,20.0,4.0,8,11,6,2,5.0,1,275,5.0,3,109,Q10 - Q15
702,2,2,1,3.0,5.0,9,295,2,3,5.0,2,34,5.0,1,27,Q10 - Q15
703,4,1,1,8.0,4.0,22,11,2,2,4.0,4,124,3.0,4,4,Q10 - Q15
704,2,2,4,5.0,4.0,31,296,4,2,1.0,3,276,3.0,3,116,Q10 - Q15
705,6,2,1,8.0,7.0,8,8,3,1,3.0,3,11,6.0,4,49,Q21 - Q30
706,4,2,1,8.0,9.0,20,11,4,3,2.0,1,277,5.0,4,39,Q21 - Q30
707,2,1,1,,3.0,9,108,3,1,2.0,3,278,2.0,1,45,Q16 - Q20
708,4,1,15,19.0,7.0,8,107,4,1,2.0,2,155,6.0,1,59,Menos de Q10
709,4,1,5,7.0,4.0,8,47,3,3,2.0,1,279,2.0,1,4,Q21 - Q30
710,1,1,4,29.0,6.0,1,30,1,3,2.0,1,31,6.0,1,43,Q21 - Q30
711,5,1,4,29.0,4.0,8,31,4,1,3.0,3,23,8.0,2,58,Menos de Q10
712,3,2,1,3.0,3.0,7,297,5,3,5.0,1,210,3.0,4,39,Q16 - Q20
713,5,2,1,6.0,,2,5,3,2,5.0,1,28,5.0,3,92,Q21 - Q30
714,4,2,14,23.0,3.0,7,39,3,2,2.0,3,34,1.0,1,60,Q16 - Q20
715,3,2,14,18.0,5.0,2,298,3,3,5.0,4,9,5.0,1,2,Q21 - Q30
716,2,2,13,33.0,4.0,7,18,4,4,5.0,1,7,6.0,2,39,Q10 - Q15
717,5,1,1,3.0,2.0,8,299,3,3,5.0,2,157,3.0,2,14,Q21 - Q30
718,5,1,1,,3.0,23,300,3,2,2.0,3,50,6.0,1,109,Q16 - Q20
719,6,2,12,19.0,8.0,2,301,6,3,6.0,1,34,8.0,2,29,Q16 - Q20
720,6,2,14,17.0,5.0,7,9,4,1,3.0,3,18,8.0,1,26,Q16 - Q20
721,2,1,1,1.0,3.0,7,11,3,2,5.0,1,264,2.0,2,46,Q21 - Q30
722,6,1,4,31.0,5.0,7,302,2,1,5.0,3,78,3.0,2,85,Q10 - Q15
723,5,2,1,6.0,4.0,8,303,2,3,2.0,3,88,7.0,4,11,Q21 - Q30
724,6,2,1,6.0,3.0,1,304,5,5,4.0,3,23,6.0,1,102,Más de Q30
725,3,1,22,12.0,5.0,8,305,5,3,1.0,3,280,4.0,3,2,Q10 - Q15
726,6,2,1,8.0,3.0,1,48,3,4,5.0,3,281,8.0,3,107,Q10 - Q15
727,3,2,1,3.0,4.0,4,306,4,3,5.0,3,282,5.0,2,76,Menos de Q10
728,2,2,3,22.0,4.0,7,307,3,3,3.0,3,108,6.0,4,10,Q16 - Q20
729,4,1,16,19.0,5.0,7,39,6,4,6.0,3,283,1.0,2,101,Menos de Q10
730,3,1,4,31.0,6.0,5,6,3,3,5.0,1,282,8.0,1,55,Más de Q30
731,4,1,3,22.0,4.0,7,8,4,3,2.0,1,6,5.0,1,36,Q10 - Q15
732,4,2,1,1.0,7.0,1,308,5,2,5.0,3,24,1.0,1,26,Q10 - Q15
733,3,2,1,3.0,5.0,2,178,7,2,5.0,1,284,5.0,1,5,Q16 - Q20
734,2,2,4,31.0,5.0,8,165,5,3,1.0,3,285,4.0,2,84,Q16 - Q20
735,4,2,1,3.0,3.0,16,84,5,3,2.0,4,286,3.0,1,54,Q10 - Q15
736,4,2,18,19.0,3.0,2,309,3,3,2.0,3,287,4.0,2,7,Menos de Q10
737,5,2,5,32.0,3.0,7,39,7,2,5.0,1,180,1.0,1,11,Menos de Q10
738,3,1,4,13.0,4.0,7,11,7,4,5.0,3,7,9.0,3,7,Q16 - Q20
739,4,1,3,22.0,5.0,2,140,3,3,5.0,5,288,9.0,4,81,Más de Q30
740,6,2,4,31.0,4.0,8,310,6,1,5.0,1,58,3.0,1,110,Q16 - Q20
741,6,1,14,23.0,8.0,22,11,4,4,5.0,3,68,1.0,1,65,Q10 - Q15
742,3,1,1,8.0,4.0,8,311,3,2,4.0,2,12,5.0,3,62,Q10 - Q15
743,3,2,1,6.0,4.0,7,47,5,3,3.0,4,289,5.0,4,21,Q16 - Q20
744,2,2,24,22.0,4.0,23,312,3,2,5.0,2,99,4.0,4,47,Q16 - Q20
745,2,1,1,6.0,4.0,7,173,6,1,5.0,1,88,6.0,1,82,Q16 - Q20
746,2,2,15,12.0,8.0,47,27,1,3,5.0,3,11,3.0,3,30,Q16 - Q20
747,4,3,3,4.0,4.0,4,4,1,2,2.0,1,89,7.0,3,1,Q16 - Q20
748,4,1,6,9.0,2.0,30,76,1,3,2.0,3,262,6.0,3,12,Q21 - Q30
749,4,1,4,5.0,8.0,2,6,5,1,2.0,3,18,8.0,4,117,Q16 - Q20
750,2,1,10,36.0,8.0,8,313,2,5,4.0,4,42,9.0,2,110,Q16 - Q20
751,3,2,5,7.0,3.0,17,39,2,3,2.0,4,157,9.0,1,99,Q16 - Q20
752,2,1,14,18.0,5.0,5,6,4,4,4.0,1,42,8.0,3,94,Q16 - Q20
753,4,1,1,6.0,3.0,2,314,4,3,5.0,1,157,7.0,1,83,Q16 - Q20
754,1,2,1,20.0,2.0,2,6,5,2,2.0,3,290,9.0,4,49,Q16 - Q20
755,4,2,6,19.0,4.0,8,11,4,2,5.0,2,6,3.0,1,29,Más de Q30
756,2,1,5,32.0,8.0,7,240,7,3,6.0,3,291,7.0,2,22,Q21 - Q30
757,3,1,1,8.0,4.0,3,39,7,1,4.0,3,49,7.0,4,79,Q10 - Q15
758,1,1,14,17.0,3.0,9,49,3,1,2.0,1,292,6.0,2,39,Q16 - Q20
759,2,1,1,20.0,6.0,7,32,2,3,2.0,3,279,5.0,3,99,Q16 - Q20
760,3,2,22,12.0,4.0,2,315,4,2,5.0,4,11,9.0,2,109,Q21 - Q30
761,6,2,1,8.0,2.0,8,154,2,4,5.0,1,293,2.0,2,25,Más de Q30
762,2,2,1,8.0,4.0,5,170,4,2,2.0,1,294,6.0,1,14,Q10 - Q15
763,4,1,3,22.0,8.0,4,316,6,4,3.0,1,96,8.0,1,110,Q10 - Q15
764,3,2,1,3.0,4.0,7,148,3,2,5.0,3,28,5.0,1,73,Q16 - Q20
765,2,1,2,19.0,2.0,4,31,6,1,4.0,1,14,3.0,4,76,Q16 - Q20
766,2,2,12,,8.0,5,162,7,1,1.0,4,124,5.0,2,110,Q16 - Q20
767,3,1,5,32.0,,30,59,3,2,2.0,3,9,5.0,1,66,Más de Q30
768,4,1,1,3.0,4.0,1,11,3,3,1.0,4,295,6.0,2,25,Q10 - Q15
769,4,2,4,5.0,4.0,8,27,2,2,2.0,1,296,8.0,2,45,Q21 - Q30
770,3,2,1,3.0,5.0,7,6,4,3,1.0,3,297,4.0,1,75,Q21 - Q30
771,2,1,1,3.0,4.0,48,317,4,3,1.0,3,34,5.0,1,18,Menos de Q10
772,5,2,11,19.0,6.0,7,39,7,4,3.0,1,11,1.0,1,78,Q16 - Q20
773,3,2,1,1.0,6.0,3,39,2,2,5.0,1,186,4.0,3,80,Q16 - Q20
774,4,2,23,12.0,8.0,9,5,1,3,2.0,4,34,4.0,2,80,Q21 - Q30
775,4,2,11,12.0,5.0,7,178,4,4,5.0,1,170,8.0,1,111,Q21 - Q30
776,2,1,1,3.0,3.0,48,36,4,5,1.0,3,6,6.0,1,100,Q10 - Q15
777,2,1,1,8.0,4.0,5,318,7,5,5.0,3,24,4.0,4,58,Menos de Q10
778,2,2,3,4.0,4.0,1,205,3,2,2.0,4,298,1.0,4,60,Q10 - Q15
779,2,2,1,8.0,4.0,8,11,7,4,3.0,5,37,3.0,4,13,Menos de Q10
780,4,1,1,3.0,9.0,9,39,3,3,2.0,1,52,6.0,1,22,Q16 - Q20
781,3,2,9,12.0,4.0,14,33,4,2,2.0,1,34,6.0,3,24,Q10 - Q15
782,3,2,1,8.0,4.0,7,39,3,4,5.0,2,225,3.0,3,5,Q10 - Q15
783,2,2,19,26.0,6.0,5,319,4,2,,3,173,5.0,3,3,Menos de Q10
784,4,2,4,31.0,3.0,21,320,6,2,4.0,1,14,5.0,2,21,Q16 - Q20
785,4,2,23,34.0,4.0,7,257,4,4,1.0,3,207,6.0,1,113,Q16 - Q20
786,4,2,4,5.0,6.0,8,106,3,3,4.0,1,14,5.0,1,97,Q16 - Q20
787,2,1,1,1.0,9.0,3,321,3,2,5.0,2,132,8.0,1,94,Q21 - Q30
788,5,1,4,5.0,4.0,1,173,4,4,3.0,4,299,8.0,1,116,Más de Q30
789,2,2,10,36.0,3.0,23,173,6,3,3.0,3,75,5.0,3,32,Q21 - Q30
790,4,2,1,20.0,6.0,9,168,6,4,5.0,3,212,3.0,3,71,Q10 - Q15
791,3,1,5,32.0,5.0,22,6,6,2,3.0,4,92,2.0,1,72,Q21 - Q30
792,5,2,4,31.0,4.0,9,322,3,4,5.0,3,300,5.0,4,30,Q21 - Q30
793,4,1,1,1.0,4.0,1,323,3,3,5.0,1,38,7.0,1,27,Q21 - Q30
794,3,2,5,32.0,5.0,5,69,7,2,2.0,2,45,4.0,3,110,Q10 - Q15
795,4,2,3,10.0,5.0,9,84,3,2,4.0,4,34,3.0,3,92,Q10 - Q15
796,4,2,8,19.0,3.0,49,5,1,3,5.0,1,11,8.0,4,78,Q16 - Q20
797,6,2,1,1.0,3.0,9,182,1,2,6.0,4,92,9.0,4,25,Menos de Q10
798,5,1,1,20.0,4.0,1,31,4,3,6.0,1,9,6.0,1,74,Más de Q30
799,4,2,1,8.0,4.0,7,219,7,4,2.0,3,38,4.0,4,26,Menos de Q10
800,2,1,4,5.0,6.0,9,324,2,1,3.0,4,36,8.0,1,94,Q21 - Q30
801,5,1,4,31.0,3.0,4,24,6,1,3.0,1,301,5.0,2,42,Q16 - Q20
802,2,2,14,17.0,4.0,8,182,3,4,4.0,1,302,3.0,2,43,Q10 - Q15
803,6,2,3,22.0,2.0,5,10,7,3,6.0,3,6,5.0,2,99,Q16 - Q20
804,4,1,14,23.0,7.0,9,203,7,2,2.0,3,34,3.0,1,43,Q21 - Q30
805,4,2,22,19.0,4.0,8,325,5,4,4.0,3,303,7.0,3,9,Q16 - Q20
806,2,1,4,5.0,6.0,7,6,7,3,2.0,1,13,6.0,3,22,Q10 - Q15
807,3,2,23,12.0,5.0,7,6,3,4,4.0,2,12,5.0,1,112,Q10 - Q15
808,4,1,1,3.0,9.0,17,326,4,5,2.0,5,304,2.0,1,115,Q16 - Q20
809,2,1,3,22.0,,11,327,5,2,5.0,1,155,3.0,1,79,Más de Q30
810,2,2,4,31.0,4.0,9,328,3,3,5.0,3,57,4.0,3,86,Q21 - Q30
811,1,2,1,3.0,3.0,7,11,3,3,2.0,5,32,4.0,1,45,Q10 - Q15
812,2,2,6,19.0,2.0,9,68,7,4,5.0,1,266,7.0,1,56,Q21 - Q30
813,2,2,22,28.0,6.0,50,11,3,2,5.0,4,33,7.0,4,19,Q21 - Q30
814,4,2,14,17.0,5.0,9,329,4,3,2.0,1,7,8.0,1,108,Q16 - Q20
815,2,3,1,1.0,7.0,7,103,2,2,4.0,3,55,5.0,4,68,Q16 - Q20
816,4,1,15,19.0,2.0,9,6,3,2,6.0,1,305,9.0,2,114,Q10 - Q15
817,4,1,1,3.0,6.0,4,18,4,2,2.0,1,30,3.0,4,94,Q16 - Q20
818,4,1,4,5.0,5.0,1,11,4,1,5.0,1,306,8.0,4,90,Q16 - Q20
819,4,1,23,34.0,6.0,5,31,6,3,1.0,2,34,6.0,2,98,Q16 - Q20
820,6,2,5,7.0,4.0,1,330,1,4,5.0,1,28,5.0,4,39,Q10 - Q15
821,2,2,5,32.0,4.0,24,331,4,1,6.0,1,307,7.0,1,111,Q16 - Q20
822,4,2,1,20.0,6.0,8,200,5,1,1.0,5,34,3.0,4,8,Q16 - Q20
823,6,1,3,4.0,4.0,5,332,3,4,2.0,3,9,8.0,4,97,Q16 - Q20
824,4,1,1,8.0,3.0,2,333,5,5,1.0,1,14,4.0,3,46,Q21 - Q30
825,4,2,6,19.0,4.0,5,45,3,3,2.0,1,11,5.0,4,45,Q21 - Q30
826,3,1,12,19.0,4.0,5,6,3,2,2.0,1,270,8.0,4,8,Q10 - Q15
827,3,2,20,19.0,4.0,8,182,6,3,2.0,3,20,3.0,1,29,Q10 - Q15
828,4,2,10,19.0,4.0,1,6,3,3,5.0,2,9,8.0,2,113,Más de Q30
829,2,1,19,19.0,1.0,2,140,4,1,2.0,2,308,3.0,3,57,Q10 - Q15
830,5,1,7,19.0,4.0,9,334,1,3,2.0,3,200,8.0,3,17,Q10 - Q15
831,3,1,17,19.0,2.0,17,4,6,2,1.0,4,243,7.0,2,66,Q21 - Q30
832,4,2,1,8.0,5.0,35,8,2,3,4.0,3,309,5.0,1,48,Q16 - Q20
833,6,2,7,11.0,1.0,8,39,3,3,4.0,3,310,8.0,1,94,Menos de Q10
834,3,1,5,32.0,4.0,9,335,5,2,2.0,3,50,5.0,4,90,Q10 - Q15
835,3,2,4,31.0,5.0,4,76,4,4,1.0,3,49,8.0,4,84,Q10 - Q15
836,4,1,1,1.0,4.0,2,219,6,1,5.0,3,311,8.0,2,88,Q16 - Q20
837,3,2,1,3.0,5.0,7,39,4,4,5.0,1,302,5.0,1,2,Q10 - Q15
838,4,1,11,19.0,4.0,7,336,5,3,5.0,3,312,8.0,4,44,Menos de Q10
839,2,1,1,3.0,5.0,5,337,3,2,2.0,5,313,7.0,3,93,Q16 - Q20
840,3,2,1,1.0,6.0,1,32,6,2,4.0,1,237,4.0,4,18,Q21 - Q30
841,4,1,5,7.0,6.0,2,93,5,2,5.0,5,6,5.0,4,39,Q10 - Q15
842,3,1,4,13.0,3.0,34,103,3,1,4.0,1,45,5.0,3,46,Q21 - Q30
843,3,2,15,12.0,3.0,3,338,5,3,1.0,3,78,4.0,1,65,Q16 - Q20
844,2,2,4,31.0,8.0,2,54,5,4,5.0,1,39,8.0,1,47,Q21 - Q30
845,2,2,1,6.0,3.0,1,135,5,3,4.0,1,34,6.0,2,53,Q16 - Q20
846,4,2,1,6.0,4.0,22,339,3,2,6.0,3,34,7.0,2,16,Q16 - Q20
847,2,1,1,8.0,4.0,23,340,5,4,2.0,1,55,6.0,3,90,Q16 - Q20
848,4,2,16,21.0,3.0,8,85,4,3,5.0,3,11,1.0,1,31,Q10 - Q15
849,4,2,1,1.0,3.0,1,4,2,2,5.0,1,181,4.0,4,90,Q10 - Q15
850,2,1,14,18.0,5.0,9,107,5,3,2.0,1,78,6.0,1,101,Menos de Q10
851,4,1,1,,4.0,39,11,4,4,4.0,2,303,4.0,1,89,Q10 - Q15
